URL;"ETA Number";Version;"Date of issue";"Trade Name";"Generic type and use";"Holder of assesment";"Holder Address";"Holder Postal Code";"Holder City";"Holder Country";"Issuing TAB";"Reference number";"EU Decisioin number(OJEU)";System
https://www.eota.eu/etassessments/6278;07/0136;1;23/11/2017;"Poutre NAIL-WEB";"Light Composite Wood-based Beams and Columns used as an EAD";"ISB France";"11, boulevard Nominoë";FR-35742;"Pacé cedex";France;CSTB;"ETAG 011 used as EAD";1999/0092/EC;1
https://www.eota.eu/etassessments/639;07/0212;2;20/12/2024;"AKK Vinkler";"Three dimensional nailing plates";"AKK Industri";"Industrivej 17";DK-7490;Aulum;Denmark;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/2735;07/0245;3;15/01/2025;"SIMPSON STRONG-TIE® Joist End connector ; SIMPSON STRONG-TIE® concealed beam hangers";"Three dimensional nailing plates";"SIMPSON STRONG-TIE A/S";"Hedegaardsvej 4 – 11, Boulstrup";DK-8300;Odder;Denmark;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/6323;07/0277;1;12/11/2017;"DMX (R) type WB, WBZ, KPL, KP and KL";"Three-dimensional nailing plates used as an EAD";"DOMAX sp. z o.o. 2";"Al. Parku Krajobrazowego 109,";84-207;Lezyce;Poland;ITB;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/10983;07/0285;5;08/12/2021;"Simpson Strong-Tie Hold Downs & Post Bases";"Three dimensional nailing plates";"Simpson Strong-Tie Int. Ltd";"Winchester Road, Cardinal Point, Tamworth";"B78 3HG";Staffordshire;"United Kingdom";ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/11694;07/0338;2;17/12/2020;Massivholzplatten;"Solid wood slab element to be used as a structural element in buildings";"Moser Holzbau GmbH";"Handwerkerzone am Anger";39035;"Taisten/Welsberg (BZ)";Italy;OIB;"EAD 130005-00-0304";1997/0176/EC;1
https://www.eota.eu/etassessments/6845;08/0006;2;20/12/2024;"AKK Gerberbeslag";"Three dimensional nailing plates";"AKK Industri";"Industrivej 17";DK-7490;Aulum;Denmark;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/491;08/0007;2;20/12/2024;"AKK Bjælkesko";"Three dimensional nailing plates";"AKK Industri";"Industrivej 17";DK-7490;Aulum;Denmark;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/6012;08/0053;2;01/05/2025;"Simpson Strong-Tie Skewed and Sloped joist hangers - See type numbers in section II.1 of the ETA";"Three dimensional nailing plates";"SIMPSON STRONG-TIE A/S";"Hedegaardsvej 4 – 11, Boulstrup";DK-8300;Odder;Denmark;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/7838;08/0063;1;16/03/2018;"FraP Joist Hangers";"Three-dimensional nailing plats used as an EAD";"FraP Metall GmbH";"Triftstrasse 21B";D-16348;Wandlitz;Germany;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/7498;08/0079;1;11/04/2018;"Joist Hangers type: EuP A1,5 kombi;EuP A2 kombi; EuP B2 kombi; EuP B2 slim";"Three Dimensional Nailing Plates used as an EAD";"GH Baubeschläge GmbH 2";"Austrasse 34";D-73235;"Weilheim / Teck";;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/5197;08/0165;3;18/05/2017;"GAH Angle Brackets";;"Gust. Alberts GmbH & Co KG 2";"Gewerbegebiet Grünenthal";D-55845;Herscheid;Germany;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/1412;08/0171;1;13/05/2014;"GAH Joist Hangers Type A, 1,5 mm and 2,0 mm and type B";"Three-dimensional nailing plate – joist hanger";"Gust. Alberts GmbH & Co KG";"Gewerbegebiet Grünenthal";D-55845;Herscheid;Germany;ETA-DK;"ETAG 015 used as EAD";97/638/EC;1
https://www.eota.eu/etassessments/15023;08/0183;3;11/04/2022;"BB Angle Bracket 70 with and without rib,BB Angle Bracket 90 with and without rib, BB Angle Bracket 105 with and without rib, BB Angle Bracket 145 with rib, BB Angle Brackets KR100, KR135";"Three dimensional nailing plates";"BB Stanz- und Umformtechnik GmbH";"Nordhäuser Strasse 42";D-06536;Berga;Germany;ETA-DK;;1997/0638/EC
https://www.eota.eu/etassessments/7567;08/0184;1;04/02/2019;"Three-dimensional nailing plates (Joist hangers for wood to wood connections and wood to concrete or steel connections)";"Three-dimensional nailing plates used as an EAD";"BB Stanz- und Umformtechnik GmbH";"Nordhäuser Strasse 42";D-06536;Berga;Germany;DIBt;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/7497;08/0203;1;10/04/2018;"Purlin Tie EuP180 kombi Purlin Tie EuP 220 kombi Purlin Tie EuP 260 kombi Purlin Tie EuP 170 right/left Purlin Tie EuP 210 right/left Purlin Tie EuP 250 right/left Purlin Tie EuP 290 right/left Purlin Tie EuP 330 right/left Purlin Tie EuP 370 right/left";"Three Dimensional Nailing Plates used as an EAD";"GH Baubeschläge GmbH 2";"Austrasse 34";D-73235;"Weilheim / Teck";;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/7496;08/0215;1;11/04/2018;"EuP Angle Brackets (type 6108, 6130, 6113, 6145, 6150, 6170)";"Three dimensional nailing plates";"GH Baubeschläge GmbH 2";"Austrasse 34";D-73235;"Weilheim / Teck";;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/4210;08/0216;2;07/05/2022;"Joma Joist hangers Type Kombi and I 238, 260, 320, 380, 440, 500 and type Special and type Kombi with rib 230, 260, 320 and 380 and type I-I and I-S";"Three dimensional nailing plates";"Joma AB";Målskog;"SE-335 91";Gnosjö;Sweden;ETA-DK;"EAD 130186-00-0603";1997/0638/EC
https://www.eota.eu/etassessments/8102;08/0238;1;22/10/2018;"Schilliger Grossformatplatte GFP/Crosslam";"Solid wood slab element to be used as a structural element in buildings";"Schilliger Holz-Industrie AG";"Haltikon 33";"CH 6403";Kuessnacht;Switzerland;Eurofins;"EAD 130005-00-0304";1997/0176/EC;1
https://www.eota.eu/etassessments/7967;08/0264;2;10/01/2024;"GH Connectors: Joist Hangers, Cantilever Brackets, Truss clips and Hinge Connectors";"Three dimensional nailing plates";"GH Baubeschläge GmbH 2";"Austrasse 34";D-73235;"Weilheim / Teck";Germany;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/1413;09/0015;3;05/04/2021;"Gutzeit Joist Hangers Type A and B (Kombi and Innen)";"Three dimensional nailing plates";"Gutzeit Verbindungssysteme GmbH & Co.";"Rudolf-Diesel-Strasse 1";D-58730;"Fröndenberg, Industriegebiet";Germany;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;1
https://www.eota.eu/etassessments/1414;09/0021;1;09/01/2014;"BB Joist Hangers type A, I and Split 2 mm";"Fire Stopping and Sealing Product:• Linear Joint and Gap Seals";"BB Stanz- und Umformtechnik GmbH 2";"Nordhäuser Str. 42";D-06536;Berga;Germany;ETA-DK;"ETAG 026 used as EAD";1997/638/EC;1
https://www.eota.eu/etassessments/11448;09/0036;4;20/04/2023;"MM – crosslam";"Solid wood slab element to be used as a structural element in buildings";"Mayr-Melnhof Holz Holding AG";"Turmgasse 67";8700;Leoben;Austria;OIB;"EAD 130005-00-0304";1997/0176/EC;1
https://www.eota.eu/etassessments/7569;09/0084;1;11/06/2014;"Joma Angle Brackets type 401M, 401U, 402M and 402U with and without a rib and 401M PES and 402M PES.";"Three Dimensional Nailing Plates used as an EAD";"Joma AB";Målskog;"SE-335 91";Gnosjö;Sweden;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/3611;09/0150;1;16/10/2016;"Lobis BSP";"Solid wood slab element to be used as a structural element in buildings";"Lobis Elements GmbH";"Hauptstrasse 69";39050;Unterinn/Ritten;Italy;OIB;"EAD 130005-00-0304";1997/0176/EC;1
https://www.eota.eu/etassessments/1431;09/0214;2;07/05/2022;"Drüeke & Springob Angle Brackets (type 1111, 1112,1113, 1131, 1132, 1133)";"Three dimensional nailing plates";"Drüeke & Springob GmbH 3";"Bahnstrasse 19";57439;"Attendorn - Kraghammer";Germany;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;1
https://www.eota.eu/etassessments/1432;09/0215;1;01/09/2014;"Drüeke & Springob Cantilever brackets type 3310, 3312, 3313, 3314, 3315, 3316, 3317";"Three-dimensional nailing plate – cantilever brackets";"Drüeke & Springob GmbH 2";"Bahnstrasse 19";57439;"Attendorn - Kraghammer";Germany;ETA-DK;"ETAG 015 used as EAD";97/638/EC;1
https://www.eota.eu/etassessments/1438;09/0216;2;07/05/2022;"Drüeke & Springob Various Angle Brackets 1130,1134, 1135, 1136, 1137, 1138, 1139, 1210, 1211, 1212,1213.2, 1214, 1215, 1219, 1220, 1221, 1222, 1226, 1227, 1228, 1229, 1230, 1231, 1232, 1233, 1234, 12351227, 1228, 1229, 1230, 1231, 1232, 1233, 1234, 1235";"Three dimensional nailing plates";"Drüeke & Springob GmbH";"Bahnstrasse 19";57439;"Attendorn - Kraghammer";Germany;ETA-DK;"EAD 130186-00-0603";1997/0638/EC
https://www.eota.eu/etassessments/1439;09/0217;1;01/09/2014;"Drüeke & Springob Hold downs type 1311, 1312, 1313,1314, 4110, 4111, 4112, 4113, 4114, 4115, 4116, 4117,4118, 4119";"Three-dimensional nailing plate – hold downs";"Drüeke & Springob GmbH";"Bahnstrasse 19";57439;"Attendorn - Kraghammer";Germany;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;1
https://www.eota.eu/etassessments/1446;09/0218;1;01/09/2014;"Drüeke & Springob cleats (type 90, 130, 170, 210)";"Three-dimensional nailing plate used as an EAD";"Drüeke & Springob GmbH";"Bahnstrasse 19";57439;"Attendorn - Kraghammer";Germany;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;1
https://www.eota.eu/etassessments/1447;09/0219;1;01/09/2014;"Drüeke & SpringobPurlin Tie 170 right/leftPurlin Tie 210 right/leftPurlin Tie 250 right/leftPurlin Tie 290 right/leftPurlin Tie 330 right/leftPurlin Tie 370 right/left";"Three-dimensional nailing plate used as an EAD";"Drüeke & Springob GmbH";"Bahnstrasse 19";57439;"Attendorn - Kraghammer";Germany;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;1
https://www.eota.eu/etassessments/677;09/0244;1;23/08/2015;"TWOODS Vollholzelemente,TWOODS Solid Timber Elements";"Mechanically jointed solid wood slab element to be used as a structural element in buildings";"TWOODS GmbH";"Zwislenstrasse 27";CH-9056;Gais;Switzerland;Eurofins;"EAD 130002-00-0304";1997/0638/EC
https://www.eota.eu/etassessments/593;09/0273;1;27/04/2015;"Paslode Connector nails,Paslode Connector screws";"Nails and screws for use in nailing plates in timber structures";"ITW Construction Products Aps";"GI Banegaardsvej 25";DK-5500;Middelfart;Denmark;ETA-DK;"EAD 130033-00-0603";1997/0638/EC
https://www.eota.eu/etassessments/8867;09/0301;1;24/01/2019;"BB-beam connectors";"Three-dimensional nailing plates used as an EAD";"BB Stanz- und Umformtechnik GmbH";"Nordhäuser Strasse 42";D-06536;Berga;Germany;DIBt;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/323;09/0311;3;13/03/2024;"AV Angle Brackets without rib (type 70921, 70923, 70924, 70925, 70926, 70929) and with rib (type 70931, 70932, 70933)";"Three dimensional nailing plates";"August Vormann GmbH & Co. K";"Heilenbecker Strasse 191 - 205";DE-58256;Ennepetal;Germany;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/324;09/0312;5;13/03/2024;"AV Various Angle Brackets";"Three dimensional nailing plates";"August Vormann GmbH & Co. KG 2";"Heilenbecker Strasse 191 - 205";DE-58256;Ennepetal;Germany;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/7570;09/0314;1;22/05/2014;"JOMA Cantilever brackets type 120, 140, 160, 180, 200 and 220";"Three Dimensional Nailing Plates used as an EAD";"Joma AB";Målskog;"SE-335 91";Gnosjö;Sweden;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/7571;09/0315;1;22/05/2014;"JOMA connectors type Fork anchor type 170, 320 and 390; Purlin anchor type 170, 210, 250, 290, 330, 370 and Purlin anchor Universal 170 and 210; Universal connector type 100, 130, 190";"Three Dimensional Nailing Plates used as an EAD";"Joma AB";Målskog;"SE-335 91";Gnosjö;Sweden;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/3277;09/0316;1;18/05/2016;"Joma Various Angle Brackets";"Three-dimensional nailing plates used as an EAD";"Joma AB";Målskog;"SE-335 91";Gnosjö;Sweden;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/11065;09/0322;3;14/06/2020;"GH Various Angle Bracket";"Three Dimensional Nailing Plates used as an EAD";"GH-Baubeschläge GmbH";"Austraße 34";D-73235;Weilheim/Teck;Germany;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/11067;09/0323;3;16/08/2021;"GH Angle Bracket";"Three dimensional nailing plates";"GH-Baubeschläge GmbH";"Austraße 34";D-73235;Weilheim/Teck;Germany;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/1454;09/0324;1;17/08/2014;"Angle Bracket 110095, Angle Bracket 110135, AngleBracket 110285 with and without elongated holesand GH brackets type KR90E0 and KR90E";"Three-dimensional nailing plate used as an EAD";"GH-Baubeschläge GmbH 3";"Austraße 34";D-73235;Weilheim/Teck;;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;1
https://www.eota.eu/etassessments/9392;09/0355;2;10/06/2019;"BB Various Angle Brackets";"Three dimensional nailing plates used as an EAD";"BB Stanz- und Umformtechnik GmbH";"Nordhäuser Strasse 42";D-06536;Berga;Germany;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/1469;09/0361;3;22/05/2024;"Rotho Blaas joist bearing Alumini, Alumidi and Alumaxi";"Three dimensional nailing plates";"Rotho Blaas s.r.l";"Via dell’Adige 2/1";IT-39040;"Cortaccia (BZ)";Italy;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/3560;10/0010;2;06/06/2022;"GH Angle brackets and hold-downs";"Three dimensional nailing plates";"GH-Baubeschläge GmbH";"Austraße 34";D-73235;Weilheim/Teck;Germany;ETA-DK;"EAD 130186-00-0603";1997/0638/EC
https://www.eota.eu/etassessments/2307;10/0033;3;06/11/2022;"Harmet Modular Houses";"Timber building kits";"Harmet OÜ";"Tule põik 1";"Saue EE76505";Harjumaa;Estonia;Eurofins;"EAD 340308-00-0203";1999/0455/EC
https://www.eota.eu/etassessments/3630;10/0066;1;30/06/2016;"Binder-Rim-Board BRB";"Light composite wood-based beams and columns used as an EAD";"Binderholz GmbH Holzindustrie";"Zillerstalstrasse 39";6263;Fügen;Austria;OIB;"ETAG 011 used as EAD";1999/0092/EC;1
https://www.eota.eu/etassessments/346;10/0067;2;29/05/2023;"Wolf Binderwinkel (Wolf angle bracket)";"Three dimensional nailing plates";"Wolf Systembau Gesellschaft m.b.H. 2";"Fischerbühel 1";4644;Scharnstein;Austria;OIB;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/368;10/0153;2;20/12/2024;"AKK Stolpebærer";"Three dimensional nailing plates";"AKK Industri";"Industrivej 17";DK-7490;Aulum;Denmark;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/9967;10/0189;7;07/05/2022;"Knapp Clip Connectors";"Three dimensional nailing plates";"Knapp GmbH";"Wassergasse 31";3324;Euratsfeld;Austria;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;1
https://www.eota.eu/etassessments/425;10/0210;1;01/07/2015;"Gust. Alberts GmbH & Co. KG post bases type 367VA, 396, 401, 480 and 481 as well as new sizes of type 376 and 369";"Three-dimensional nailing plates used as an EAD";"Gust. Alberts GmbH & Co KG";"Blumenthal 2";D-58849;Herscheid;Germany;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/651;10/0233;2;26/03/2020;Artichouse;"Timber building kit used as an EAD";"Suomen Lomakoti Oy";"Petikontie 25";FI-01720;Vantaa;Finland;Eurofins;"ETAG 007 used as EAD";1999/0455/EC;1
https://www.eota.eu/etassessments/7955;10/0241;1;28/06/2018;"Leno Cross Laminated Timber";"Solid wood slab element to be used as a structural element in buildings";"Züblin Timber Aichach GmbH (former: Merk Timber GmbH)";"Industriestraße 2";86551;Aichach;Germany;DIBt;"EAD 130005-00-0304";1997/0176/EC;1
https://www.eota.eu/etassessments/6919;10/0382;2;15/03/2018;"Joma Angle Brackets";"Three dimensional nailing plates used as an EAD";"Joma AB";Målskog;"SE-335 91";Gnosjö;Sweden;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/2766;10/0396;2;22/04/2024;"BB roof brackets type E17 and E18";"Three dimensional nailing plates";"BB Stanz- und Umformtechnik GmbH";"Nordhäuser Strasse 44";D-06536;Berga;Germany;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/6494;10/0413;1;20/12/2017;"Pitzl GmbH & Co. KG post bases, column purlin connectors and balcony pillars";"Three dimensional nailing plates used as an EAD";"Pitzl Metallbau GmbH & Co. KG";"Siemenstrasse 26";84051;Altheim;Germany;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/3027;10/0415;1;24/02/2016;HTS-I-Beam;"Light composite wood-based beams and columns used as an EAD";"Meiser Vogtland OHG";"Am Lehmteich 3";D-08606;Oelsnitz/Vogtland;Germany;ETA-DK;"ETAG 011 used as EAD";1999/0092/EC
https://www.eota.eu/etassessments/10097;10/0422;3;10/06/2024;"Rotho Blaas GmbH/srl post bases";"Three dimensional nailing plates";"Rotho Blaas s.r.l";"Via dell’Adige 2/1";IT-39040;"Cortaccia (BZ)";Italy;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/11723;10/0440;3;11/11/2020;"Simpson Strong-Tie Roof Connectors";"Three dimensional nailing plates";"Simpson Strong-Tie Int. Ltd";"Winchester Road, Cardinal Point, Tamworth";"B78 3HG";Staffordshire;"United Kingdom";ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/2436;11/0017;1;10/09/2015;"Arras CF Angle Brackets";"Three-dimensional nailing plates used as an EAD";"Arras Construction Furniture OÜ";"Tähetorni 100A";11625;Talinn;Estonia;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/3610;11/0024;4;16/08/2023;"Eurotec Hold Downs";"Screws for timber constructions";"E.u.r.o. Tec GmbH";"Unter dem Hofe 5";D-58099;Hagen;Germany;ETA-DK;"EAD 130118-00-0603";1997/0638/EC
https://www.eota.eu/etassessments/8731;11/0027;2;01/01/2019;"fischer Power-Fast screws and fischer construction screws";"Screws for use in timber constructions";"fischerwerke GmbH & Co. KG";"Klaus-Fischer-Straße 1";DE-72178;Waldachtal;Germany;ETA-DK;"EAD 130118-00-0603";1997/0176/EC;3
https://www.eota.eu/etassessments/11974;11/0030;6;30/09/2024;"Rotho Blaas Self-tapping screws and threaded rods";"Screws and threaded rods for use in timber constructions";"Rotho Blaas s.r.l";"Via dell’Adige 2/1";IT-39040;"Cortaccia (BZ)";Italy;ETA-DK;"EAD 130118-01-0603";1997/0176/EC;3
https://www.eota.eu/etassessments/3699;11/0036;2;08/08/2016;"GH TOP UV Connectors";"Three-dimensional nailing plate used as an EAD";"GH-Baubeschläge GmbH 3";"Austraße 34";D-73235;Weilheim/Teck;;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/6150;11/0056;2;13/01/2018;"Hold-downs type WI 3";"Three Dimensional Nailing Plates used as an EAD";"Metal Forming s.r.o.";"Mánesova 154/16";40753;Jiříkov;"Czech Republic";TZUS;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/6149;11/0057;2;13/01/2018;"Úhelník typ WI 4 with (m. R.) and without (o. R.) rib";"Three Dimensional Nailing Plates used as an EAD";"Metal Forming s.r.o.";"Mánesova 154/16";40753;Jiříkov;"Czech Republic";TZUS;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/377;11/0086;1;25/01/2015;"Rotho Blaas WHT hold downs and angle brackets";"Three Dimensional Nailing Plates used as an EAD";"Rotho Blaas s.r.l";"Via dell’Adige 2/1";IT-39040;"Cortaccia (BZ)";Italy;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/3736;11/0097;1;02/07/2016;"Angle brackets ,Angle brackets with a rib, Angle brackets with a two ribs";"Three-dimensional nailing plate used as an EAD";"UAB “METALISTAS LT“";"Šermukšnių g. 19,";LT-35113;Panevezys;Lithuania;SPSC;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/1306;11/0098;2;10/12/2013;"Joist Hangers: 45x96x2, 45x137x2, 51x93x2, 51x135x2, 60x100x2, 76x120x2, 80x120x2, 100x140x2, 45x96x2, 45x167x2, 51x105x2, 51x164x2, 63x158x2, 80x120x2, 100x140x2, some with interior flanges";"Three-dimensional nailing plate (Joist hangers for timber to timber, timber to concrete, or timber to steel connections";"UAB METALISTAS LT";"Sermuksni str. 19,";LT-35113;Panevzys;Lithuania;SPSC;"ETAG 015 used as EAD";1997/638/EC;1
https://www.eota.eu/etassessments/3737;11/0099;1;02/07/2016;"Purlin tie:- 170 × 2 (D) right and 170× 2 (K) left;- 210 × 2 (D) right and 210× 2 (K) left;- 250 × 2 (D) right and 250× 2 (K) left";"Three Dimensional Nailing plates used as an EAD";"UAB “METALISTAS LT“";"Šermukšnių g. 19,";LT-35113;Panevezys;Lithuania;SPSC;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/5994;11/0106;4;11/09/2024;"REISSER Screws";"Screws and threaded rods for use in timber constructions";"REISSER-Schraubentechnik GmbH";"Fritz-Müller-Straße 10";74653;Ingelfingen-Criesbach;Germany;DIBt;"EAD 130118-01-0603";1997/0176/EC;3
https://www.eota.eu/etassessments/3605;11/0111;1;26/06/2016;"KRONOPOL I-BEAMS";"Light composite wood-based beams and columns used as an EAD";"KRONOPOL Sp. z o.o.";"ul. Serbska 56";"PL 68-200";Żary;Poland;ITB;"ETAG 011 used as EAD";1999/0092/EC;1
https://www.eota.eu/etassessments/4085;11/0135;2;20/12/2021;"SIHGA HobaFix";"Three dimensional nailing plates";"SIHGA Handels GmbH";"Gewerbepark Kleinreith 4";A-4694;Ohlsdorf;Germany;OIB;"EAD 130186-00-0603";1997/0638/EC
https://www.eota.eu/etassessments/5995;11/0137;3;30/05/2021;"LIGNATUR-box element (LKE), -surface element (LFE) and -shell element (LSE)";"Pre-fabricated wood-based loadbearing stressed skin panels";"Lignatur AG";"HerisauerSrasse 30";9104;Waldstatt;Switzerland;OIB;"EAD 140022-00-0304";2000/0447/EC;1
